,0,0,,
768,1,0.6723623,0.3276377,1
769,1,0.63677764,0.36322236,1
770,1,0.6337624,0.3662376,1
771,1,0.6187301,0.3812699,1
772,1,0.5973299,0.4026701,1
773,1,0.58888805,0.41111195,1
774,1,0.5491017,0.4508983,1
775,1,0.5399092,0.4600908,1
776,1,0.54329115,0.45670885,1
777,1,0.53054166,0.46945834,1
778,1,0.52707434,0.47292566,1
779,1,0.52153057,0.47846943,1
780,1,0.5112103,0.4887897,1
781,1,0.5150314,0.4849686,1
782,1,0.5113504,0.4886496,1
783,1,0.50955313,0.49044687,1
784,1,0.5124028,0.4875972,1
785,1,0.50779724,0.49220276,1
786,1,0.5051399,0.4948601,1
787,1,0.49027854,0.50972146,0
788,1,0.49172148,0.50827852,0
789,1,0.48468676,0.51531324,0
790,1,0.49129727,0.50870273,0
791,1,0.49230528,0.50769472,0
792,1,0.483175,0.516825,0
793,1,0.48560658,0.51439342,0
794,1,0.47886488,0.52113512,0
795,1,0.47103167,0.52896833,0
796,1,0.47422764,0.52577236,0
797,0,0.42036927,-0.42036927,1
798,0,0.41874096,-0.41874096,1
799,0,0.4147449,-0.4147449,1
800,0,0.42205182,-0.42205182,1
801,0,0.41533664,-0.41533664,1
802,0,1,-1,1
803,0,1,-1,1
804,0,0.41230905,-0.41230905,1
805,0,0.42285728,-0.42285728,1
806,0,1,-1,1
807,0,0.41944644,-0.41944644,1
808,0,0.4244169,-0.4244169,1
809,0,0.42518705,-0.42518705,1
810,0,0.42567858,-0.42567858,1
811,0,0.42825922,-0.42825922,1
812,0,0.43474495,-0.43474495,1
813,0,0.4360288,-0.4360288,1
814,0,0.4395488,-0.4395488,1
815,0,0.43993863,-0.43993863,1
816,0,0.4450668,-0.4450668,1
817,0,0.44872418,-0.44872418,1
818,0,0.45096585,-0.45096585,1
819,1,0.6435311,0.3564689,1
820,1,0.60540175,0.39459825,1
821,1,0.60460734,0.39539266,1
822,1,0.58817554,0.41182446,1
823,1,0.5755609,0.4244391,1
824,1,0.5553079,0.4446921,1
825,1,0.5537014,0.4462986,1
826,1,0.5350908,0.4649092,1
827,1,0.5214194,0.4785806,1
828,1,0.5219502,0.4780498,1
829,1,0.5182814,0.4817186,1
830,1,0.5148381,0.4851619,1
831,1,0.5041207,0.4958793,1
832,1,0.49375418,0.50624582,0
833,1,0.4967666,0.5032334,0
834,1,0.49607965,0.50392035,0
835,1,0.49427602,0.50572398,0
836,1,0.4956223,0.5043777,0
837,1,0.4931387,0.5068613,0
838,1,0.48743722,0.51256278,0
839,1,0.4916791,0.5083209,0
840,1,0.48363522,0.51636478,0
841,1,0.48221573,0.51778427,0
842,1,0.4850352,0.5149648,0
843,1,0.47808343,0.52191657,0
844,0,0.42244667,-0.42244667,1
845,0,0.4253048,-0.4253048,1
846,0,0.42002955,-0.42002955,1
847,0,1,-1,1
848,0,0.4216743,-0.4216743,1
849,0,0.4219486,-0.4219486,1
850,0,0.426032,-0.426032,1
851,0,0.41805643,-0.41805643,1
852,0,0.42165223,-0.42165223,1
853,0,0.42566222,-0.42566222,1
854,0,0.42679465,-0.42679465,1
855,0,0.42628384,-0.42628384,1
856,0,0.428798,-0.428798,1
857,0,0.4346925,-0.4346925,1
858,0,0.4340171,-0.4340171,1
859,0,0.43750155,-0.43750155,1
860,0,0.45164543,-0.45164543,1
861,1,0.64620644,0.35379356,1
862,1,0.6449413,0.3550587,1
863,1,0.6351973,0.3648027,1
864,1,0.63557744,0.36442256,1
865,1,0.62530243,0.37469757,1
866,1,0.62793225,0.37206775,1
867,1,0.5888603,0.4111397,1
868,1,0.56559926,0.43440074,1
869,1,0.54107577,0.45892423,1
870,1,0.5342521,0.4657479,1
871,1,0.5259903,0.4740097,1
872,1,0.5279377,0.4720623,1
873,1,0.5230285,0.4769715,1
874,1,0.524992,0.475008,1
875,1,0.5109128,0.4890872,1
876,1,0.5093327,0.4906673,1
877,1,0.50205284,0.49794716,1
878,1,0.5044938,0.4955062,1
879,1,0.5020449,0.4979551,1
880,1,0.5009727,0.4990273,1
881,1,0.50039476,0.49960524,1
882,1,0.49621183,0.50378817,0
883,1,0.4975477,0.5024523,0
884,1,0.49849957,0.50150043,0
885,1,0.4912476,0.5087524,0
886,1,0.4937914,0.5062086,0
887,1,0.49082777,0.50917223,0
888,1,0.4888166,0.5111834,0
889,1,0.48103142,0.51896858,0
890,1,0.47462705,0.52537295,0
891,1,0.48388037,0.51611963,0
892,1,0.47629344,0.52370656,0
893,1,0.47866568,0.52133432,0
894,1,0.47566772,0.52433228,0
895,1,0.47566807,0.52433193,0
896,0,0.42603108,-0.42603108,1
897,0,0.42417538,-0.42417538,1
898,0,0.4214431,-0.4214431,1
899,0,0.41993162,-0.41993162,1
900,0,0.41081995,-0.41081995,1
901,0,0.41578576,-0.41578576,1
902,0,0.4232033,-0.4232033,1
903,0,0.42349082,-0.42349082,1
904,0,0.41813582,-0.41813582,1
905,0,0.41565192,-0.41565192,1
906,0,0.42453375,-0.42453375,1
907,0,0.4174526,-0.4174526,1
908,0,0.4256432,-0.4256432,1
909,0,0.41675246,-0.41675246,1
910,0,0.41957927,-0.41957927,1
911,0,0.4239242,-0.4239242,1
912,0,0.4237017,-0.4237017,1
913,0,0.42794007,-0.42794007,1
914,0,0.4322119,-0.4322119,1
915,0,0.43239075,-0.43239075,1
916,0,0.43747836,-0.43747836,1
917,0,0.44048053,-0.44048053,1
918,0,0.44204804,-0.44204804,1
919,0,0.4485732,-0.4485732,1
920,0,0.45595074,-0.45595074,1
921,1,0.7395018,0.2604982,1
922,1,0.7366491,0.2633509,1
923,1,0.6329049,0.3670951,1
924,1,0.6270094,0.3729906,1
925,1,0.6205776,0.3794224,1
926,1,0.6007089,0.3992911,1
927,1,0.5762666,0.4237334,1
928,1,0.5578225,0.4421775,1
929,1,0.55002594,0.44997406,1
930,1,0.54898083,0.45101917,1
931,1,0.5307059,0.4692941,1
932,1,0.51993036,0.48006964,1
933,1,0.5156923,0.4843077,1
934,1,0.5107821,0.4892179,1
935,1,0.51355314,0.48644686,1
936,1,0.5013885,0.4986115,1
937,1,0.49856272,0.50143728,0
938,1,0.49814934,0.50185066,0
939,1,0.49804386,0.50195614,0
940,1,0.48843756,0.51156244,0
941,1,0.48971048,0.51028952,0
942,1,0.498454,0.501546,0
943,1,0.49381045,0.50618955,0
944,1,0.48919612,0.51080388,0
945,1,0.48358455,0.51641545,0
946,1,0.49035382,0.50964618,0
947,1,0.4845506,0.5154494,0
948,1,0.48329377,0.51670623,0
949,1,0.4766237,0.5233763,0
950,1,0.48359743,0.51640257,0
951,1,0.47974548,0.52025452,0
952,1,0.47787595,0.52212405,0
953,1,0.476875,0.523125,0
954,0,0.4224177,-0.4224177,1
955,0,0.41554704,-0.41554704,1
956,0,0.4214519,-0.4214519,1
957,0,0.41215518,-0.41215518,1
958,0,0.41501272,-0.41501272,1
959,0,0.42328832,-0.42328832,1
960,0,0.4208127,-0.4208127,1
961,0,0.41990405,-0.41990405,1
962,0,0.42207447,-0.42207447,1
963,0,0.42432854,-0.42432854,1
964,0,0.42681274,-0.42681274,1
965,0,0.4210921,-0.4210921,1
966,0,0.4280566,-0.4280566,1
967,0,0.42984483,-0.42984483,1
968,0,0.43028754,-0.43028754,1
969,0,1,-1,1
970,0,1,-1,1
971,0,0.43568158,-0.43568158,1
972,0,0.43608892,-0.43608892,1
973,0,0.43721676,-0.43721676,1
974,0,0.43777353,-0.43777353,1
975,0,0.44030437,-0.44030437,1
976,0,0.4429175,-0.4429175,1
977,0,0.45124635,-0.45124635,1
978,1,0.5841348,0.4158652,1
979,1,0.5740478,0.4259522,1
980,1,0.56813437,0.43186563,1
981,1,0.5526132,0.4473868,1
982,1,0.5460609,0.4539391,1
983,1,0.5320755,0.4679245,1
984,1,0.52204686,0.47795314,1
985,1,0.5166746,0.4833254,1
986,1,0.5142343,0.4857657,1
987,1,0.50772655,0.49227345,1
988,1,0.5095626,0.4904374,1
989,1,0.50549865,0.49450135,1
990,1,0.49607643,0.50392357,0
991,1,0.49940428,0.50059572,0
992,1,0.49631625,0.50368375,0
993,1,0.4769116,0.5230884,0
994,1,0.4738622,0.5261378,0
995,0,0.4231358,-0.4231358,1
996,0,0.42017454,-0.42017454,1
997,0,0.42152393,-0.42152393,1
998,0,0.41667697,-0.41667697,1
999,0,0.42682594,-0.42682594,1
1000,0,0.42051762,-0.42051762,1
1001,0,0.4221267,-0.4221267,1
1002,0,0.42287433,-0.42287433,1
1003,0,0.4252295,-0.4252295,1
1004,0,0.42840028,-0.42840028,1
1005,0,0.42951757,-0.42951757,1
1006,0,0.42957285,-0.42957285,1
1007,0,0.43294072,-0.43294072,1
1008,0,0.44067067,-0.44067067,1
1009,0,0.44178516,-0.44178516,1
1010,0,0.44545266,-0.44545266,1
1011,0,0.4628501,-0.4628501,1
1012,1,0.6839971,0.3160029,1
1013,1,0.6357898,0.3642102,1
1014,1,0.6101091,0.3898909,1
1015,1,0.6080119,0.3919881,1
1016,1,0.5504509,0.4495491,1
1017,1,0.5452383,0.4547617,1
1018,1,0.53971416,0.46028584,1
1019,1,0.5341091,0.4658909,1
1020,1,0.53367686,0.46632314,1
1021,1,0.52928764,0.47071236,1
1022,1,0.52510035,0.47489965,1
1023,1,0.51860946,0.48139054,1
1024,1,0.515786,0.484214,1
1025,1,0.5130209,0.4869791,1
1026,1,0.49941406,0.50058594,0
1027,1,0.49183518,0.50816482,0
1028,1,0.49221605,0.50778395,0
1029,1,0.49011117,0.50988883,0
1030,1,0.4896828,0.5103172,0
1031,1,0.4841329,0.5158671,0
1032,1,0.48119614,0.51880386,0
1033,1,0.480509,0.519491,0
1034,1,0.4740799,0.5259201,0
1035,1,0.4776511,0.5223489,0
1036,1,0.47806922,0.52193078,0
1037,1,0.4732287,0.5267713,0
1038,1,0.47146058,0.52853942,0
1039,1,0.47333086,0.52666914,0
1040,0,0.42309093,-0.42309093,1
1041,0,0.42882776,-0.42882776,1
1042,0,0.41841972,-0.41841972,1
1043,0,0.4182096,-0.4182096,1
1044,0,1,-1,1
1045,0,0.41426313,-0.41426313,1
1046,0,0.4175098,-0.4175098,1
1047,0,0.41393372,-0.41393372,1
1048,0,0.42316622,-0.42316622,1
1049,0,0.42260438,-0.42260438,1
1050,0,0.42689073,-0.42689073,1
1051,0,0.42063355,-0.42063355,1
1052,0,0.42293197,-0.42293197,1
1053,0,0.42204255,-0.42204255,1
1054,0,0.42643458,-0.42643458,1
1055,0,0.4285851,-0.4285851,1
1056,0,0.43020916,-0.43020916,1
1057,0,0.43457028,-0.43457028,1
1058,0,0.4386642,-0.4386642,1
1059,0,0.44610807,-0.44610807,1
1060,0,0.45900768,-0.45900768,1
1061,1,0.7842896,0.2157104,1
1062,1,0.71381885,0.28618115,1
1063,1,0.64633745,0.35366255,1
1064,1,0.63685715,0.36314285,1
1065,1,0.6171419,0.3828581,1
1066,1,0.61437345,0.38562655,1
1067,1,0.6066881,0.3933119,1
1068,1,0.5896956,0.4103044,1
1069,1,0.5675802,0.4324198,1
1070,1,0.5423211,0.4576789,1
1071,1,0.52431077,0.47568923,1
1072,1,0.519384,0.480616,1
1073,1,0.506656,0.493344,1
1074,1,0.5125841,0.4874159,1
1075,1,0.5055222,0.4944778,1
1076,1,0.50595844,0.49404156,1
1077,1,0.50296986,0.49703014,1
1078,1,0.49748653,0.50251347,0
1079,1,0.49816254,0.50183746,0
1080,1,0.49646738,0.50353262,0
1081,1,0.4924017,0.5075983,0
1082,1,0.49243888,0.50756112,0
1083,1,0.48501104,0.51498896,0
1084,1,0.4773741,0.5226259,0
1085,1,0.47709736,0.52290264,0
1086,1,0.47993582,0.52006418,0
1087,1,0.4780995,0.5219005,0
1088,1,0.471809,0.528191,0
1089,0,0.4235388,-0.4235388,1
1090,0,0.41602856,-0.41602856,1
1091,0,0.42261618,-0.42261618,1
1092,0,0.41426829,-0.41426829,1
1093,0,0.41939354,-0.41939354,1
1094,0,0.42257893,-0.42257893,1
1095,0,0.42576453,-0.42576453,1
1096,0,0.42573202,-0.42573202,1
1097,0,0.41961503,-0.41961503,1
1098,0,1,-1,1
1099,0,0.4281472,-0.4281472,1
1100,0,0.43310434,-0.43310434,1
1101,0,0.44502655,-0.44502655,1
1102,0,0.45451468,-0.45451468,1
1103,1,0.7190385,0.2809615,1
1104,1,0.57382715,0.42617285,1
1105,1,0.56495947,0.43504053,1
1106,1,0.53947246,0.46052754,1
1107,1,0.5201548,0.4798452,1
1108,1,0.5147981,0.4852019,1
1109,1,0.50025827,0.49974173,1
1110,1,0.5022002,0.4977998,1
1111,1,0.5012004,0.4987996,1
1112,1,0.48842952,0.51157048,0
1113,1,0.48662102,0.51337898,0
1114,1,0.48369804,0.51630196,0
1115,1,0.48035765,0.51964235,0
1116,1,0.47897688,0.52102312,0
1117,0,0.419501,-0.419501,1
1118,0,0.42298508,-0.42298508,1
1119,0,0.42521787,-0.42521787,1
1120,0,0.42792237,-0.42792237,1
1121,0,0.42188033,-0.42188033,1
1122,0,0.4267545,-0.4267545,1
1123,0,1,-1,1
1124,0,0.4366266,-0.4366266,1
1125,0,0.4377388,-0.4377388,1
1126,0,0.43639994,-0.43639994,1
1127,0,0.43910792,-0.43910792,1
1128,0,0.45113617,-0.45113617,1
1129,0,0.46914706,-0.46914706,1
1130,1,0.6205854,0.3794146,1
1131,1,0.57333964,0.42666036,1
1132,1,0.5532832,0.4467168,1
1133,1,0.54658693,0.45341307,1
1134,1,0.54936105,0.45063895,1
1135,1,0.5445724,0.4554276,1
1136,1,0.54396796,0.45603204,1
1137,1,0.53018713,0.46981287,1
1138,1,0.5237969,0.4762031,1
1139,1,0.52892035,0.47107965,1
1140,1,0.52731717,0.47268283,1
1141,1,0.5242218,0.4757782,1
1142,1,0.52134746,0.47865254,1
1143,1,0.5116013,0.4883987,1
1144,1,0.5194821,0.4805179,1
1145,1,0.5138155,0.4861845,1
1146,1,0.4933868,0.5066132,0
1147,1,0.4908971,0.5091029,0
1148,1,0.49324572,0.50675428,0
1149,1,0.48784807,0.51215193,0
1150,1,0.48689052,0.51310948,0
1151,1,0.48312324,0.51687676,0
1152,1,0.4784945,0.5215055,0
1153,1,0.48095092,0.51904908,0
1154,1,0.47381377,0.52618623,0
1155,1,0.47975418,0.52024582,0
1156,1,0.4798782,0.5201218,0
1157,1,0.4792048,0.5207952,0
1158,1,0.4782443,0.5217557,0
1159,1,0.47926298,0.52073702,0
1160,1,0.4678933,0.5321067,0
1161,1,0.47330055,0.52669945,0
1162,0,0.42303538,-0.42303538,1
1163,0,0.4155138,-0.4155138,1
1164,0,0.42119968,-0.42119968,1
1165,0,1,-1,1
1166,0,0.425087,-0.425087,1
1167,0,0.4209211,-0.4209211,1
1168,0,0.42348617,-0.42348617,1
1169,0,0.42661422,-0.42661422,1
1170,0,0.42369077,-0.42369077,1
1171,0,0.42605442,-0.42605442,1
1172,0,0.42467543,-0.42467543,1
1173,0,0.42407092,-0.42407092,1
1174,0,0.42427787,-0.42427787,1
1175,0,0.42501676,-0.42501676,1
1176,0,0.42691666,-0.42691666,1
1177,0,0.42817608,-0.42817608,1
1178,0,0.42611113,-0.42611113,1
1179,0,0.4279501,-0.4279501,1
1180,0,0.4307411,-0.4307411,1
1181,0,0.43468916,-0.43468916,1
1182,0,0.4353109,-0.4353109,1
1183,0,0.44136107,-0.44136107,1
1184,0,0.44045177,-0.44045177,1
1185,0,0.44181088,-0.44181088,1
1186,0,0.44382548,-0.44382548,1
1187,0,0.44639498,-0.44639498,1
1188,0,0.4511177,-0.4511177,1
1189,0,0.45720378,-0.45720378,1
1190,0,0.4737131,-0.4737131,1
1191,1,0.6581932,0.3418068,1
1192,1,0.64146596,0.35853404,1
1193,1,0.6013267,0.3986733,1
1194,1,0.5941425,0.4058575,1
1195,1,0.5829144,0.4170856,1
1196,1,0.5605049,0.4394951,1
1197,1,0.561777,0.438223,1
1198,1,0.5587439,0.4412561,1
1199,1,0.525998,0.474002,1
1200,1,0.52121884,0.47878116,1
1201,1,0.5154041,0.4845959,1
1202,1,0.50317806,0.49682194,1
1203,1,0.50005156,0.49994844,1
1204,1,0.5033486,0.4966514,1
1205,1,0.4971652,0.5028348,0
1206,1,0.49175376,0.50824624,0
1207,1,0.48893133,0.51106867,0
1208,1,0.49120387,0.50879613,0
1209,1,0.48073715,0.51926285,0
1210,1,0.47701192,0.52298808,0
1211,1,0.4762621,0.5237379,0
1212,1,0.47966957,0.52033043,0
1213,0,0.42421526,-0.42421526,1
1214,0,0.4224895,-0.4224895,1
1215,0,0.41668862,-0.41668862,1
1216,0,0.4282433,-0.4282433,1
1217,0,0.42404228,-0.42404228,1
1218,0,0.42118886,-0.42118886,1
1219,0,0.41950792,-0.41950792,1
1220,0,0.42429313,-0.42429313,1
1221,0,0.41489118,-0.41489118,1
1222,0,0.42302027,-0.42302027,1
1223,0,0.42451942,-0.42451942,1
1224,0,0.42854902,-0.42854902,1
1225,0,0.43857375,-0.43857375,1
1226,0,0.4397755,-0.4397755,1
1227,0,0.44048974,-0.44048974,1
1228,0,0.4415217,-0.4415217,1
1229,0,0.45795104,-0.45795104,1
1230,0,0.47307274,-0.47307274,1
1231,1,0.7218957,0.2781043,1
1232,1,0.575951,0.424049,1
1233,1,0.5616164,0.4383836,1
1234,1,0.54067755,0.45932245,1
1235,1,0.52837443,0.47162557,1
1236,1,0.5214926,0.4785074,1
1237,1,0.5232323,0.4767677,1
1238,1,0.51240444,0.48759556,1
1239,1,0.51796436,0.48203564,1
1240,1,0.5056224,0.4943776,1
1241,1,0.5078676,0.4921324,1
1242,1,0.5079469,0.4920531,1
1243,1,0.5019031,0.4980969,1
1244,1,0.49976,0.50024,0
1245,1,0.4933737,0.5066263,0
1246,1,0.49100903,0.50899097,0
1247,1,0.4886351,0.5113649,0
1248,1,0.48014137,0.51985863,0
1249,1,0.48271075,0.51728925,0
1250,1,0.48189962,0.51810038,0
1251,1,0.47701204,0.52298796,0
1252,0,0.4276237,-0.4276237,1
1253,0,1,-1,1
1254,0,0.42240775,-0.42240775,1
1255,0,0.4229043,-0.4229043,1
1256,0,0.4219256,-0.4219256,1
1257,0,0.4198597,-0.4198597,1
1258,0,0.42420402,-0.42420402,1
1259,0,0.42224765,-0.42224765,1
1260,0,0.41830343,-0.41830343,1
1261,0,0.4261613,-0.4261613,1
1262,0,0.42196873,-0.42196873,1
1263,0,0.4239081,-0.4239081,1
1264,0,0.42567772,-0.42567772,1
1265,0,0.42660818,-0.42660818,1
1266,0,0.4308462,-0.4308462,1
1267,0,0.43561965,-0.43561965,1
1268,0,0.44085872,-0.44085872,1
1269,0,0.4422743,-0.4422743,1
1270,0,0.44390735,-0.44390735,1
1271,0,0.44908157,-0.44908157,1
1272,0,0.45074582,-0.45074582,1
1273,0,0.4519831,-0.4519831,1
1274,1,0.6695029,0.3304971,1
1275,1,0.54574335,0.45425665,1
1276,1,0.5496233,0.4503767,1
1277,1,0.5353508,0.4646492,1
1278,1,0.5275835,0.4724165,1
1279,1,0.5161047,0.4838953,1
1280,1,0.5049271,0.4950729,1
1281,1,0.5055252,0.4944748,1
1282,1,0.5059606,0.4940394,1
1283,1,0.49727216,0.50272784,0
1284,1,0.49619952,0.50380048,0
1285,1,0.4944176,0.5055824,0
1286,1,0.47812277,0.52187723,0
1287,1,0.48300007,0.51699993,0
1288,1,0.47705287,0.52294713,0
1289,0,0.42021573,-0.42021573,1
1290,0,0.42950875,-0.42950875,1
1291,0,1,-1,1
1292,0,0.4295156,-0.4295156,1
1293,0,0.42236906,-0.42236906,1
1294,0,0.42354795,-0.42354795,1
1295,0,0.42125386,-0.42125386,1
1296,0,0.42245713,-0.42245713,1
1297,0,0.41706502,-0.41706502,1
1298,0,1,-1,1
1299,0,0.42523876,-0.42523876,1
1300,0,0.42367268,-0.42367268,1
1301,0,0.42910996,-0.42910996,1
1302,0,0.42915225,-0.42915225,1
1303,0,0.42621273,-0.42621273,1
1304,0,0.42796484,-0.42796484,1
1305,0,0.4294049,-0.4294049,1
1306,0,0.43004784,-0.43004784,1
1307,0,0.42850208,-0.42850208,1
1308,0,0.42940873,-0.42940873,1
1309,0,0.4298927,-0.4298927,1
1310,0,0.4352106,-0.4352106,1
1311,0,0.45009547,-0.45009547,1
1312,0,0.45042872,-0.45042872,1
1313,0,0.45407465,-0.45407465,1
1314,0,0.45616984,-0.45616984,1
1315,0,0.4679291,-0.4679291,1
1316,1,0.63554704,0.36445296,1
1317,1,0.6179359,0.3820641,1
1318,1,0.6164827,0.3835173,1
1319,1,0.6022374,0.3977626,1
1320,1,0.58452487,0.41547513,1
1321,1,0.5833466,0.4166534,1
1322,1,0.5766972,0.4233028,1
1323,1,0.5670934,0.4329066,1
1324,1,0.54512835,0.45487165,1
1325,1,0.54513663,0.45486337,1
1326,1,0.5234212,0.4765788,1
1327,1,0.5184941,0.4815059,1
1328,1,0.51129615,0.48870385,1
1329,1,0.50211126,0.49788874,1
1330,1,0.50938165,0.49061835,1
1331,1,0.49514422,0.50485578,0
1332,1,0.49742886,0.50257114,0
1333,1,0.4918276,0.5081724,0
1334,1,0.48385674,0.51614326,0
1335,1,0.485305,0.514695,0
1336,1,0.481793,0.518207,0
1337,1,0.4835358,0.5164642,0
1338,1,0.47962242,0.52037758,0
1339,1,0.47447312,0.52552688,0
1340,1,0.4815627,0.5184373,0
1341,1,0.47870243,0.52129757,0
1342,1,0.474088,0.525912,0
1343,1,0.4727811,0.5272189,0
1344,0,0.41903445,-0.41903445,1
1345,0,0.4153458,-0.4153458,1
1346,0,0.4268226,-0.4268226,1
1347,0,0.42145303,-0.42145303,1
1348,0,1,-1,1
1349,0,0.42170087,-0.42170087,1
1350,0,0.42288983,-0.42288983,1
1351,0,0.42186028,-0.42186028,1
1352,0,0.42375946,-0.42375946,1
1353,0,0.42455626,-0.42455626,1
1354,0,0.42877197,-0.42877197,1
1355,0,0.4255813,-0.4255813,1
1356,0,0.43274778,-0.43274778,1
1357,0,0.44005245,-0.44005245,1
1358,0,0.44327378,-0.44327378,1
1359,0,1,-1,1
1360,1,0.6417355,0.3582645,1
1361,1,0.63110775,0.36889225,1
1362,1,0.6143132,0.3856868,1
1363,1,0.5752721,0.4247279,1
1364,1,0.5668923,0.4331077,1
1365,1,0.5664009,0.4335991,1
1366,1,0.5495147,0.4504853,1
1367,1,0.54873294,0.45126706,1
1368,1,0.54086155,0.45913845,1
1369,1,0.5394869,0.4605131,1
1370,1,0.5360208,0.4639792,1
1371,1,0.5343898,0.4656102,1
1372,1,0.5282219,0.4717781,1
1373,1,0.5158196,0.4841804,1
1374,1,0.5024472,0.4975528,1
1375,1,0.49325478,0.50674522,0
1376,1,0.48352414,0.51647586,0
1377,1,0.4861146,0.5138854,0
1378,1,0.48648623,0.51351377,0
1379,1,0.47637066,0.52362934,0
1380,1,0.48058483,0.51941517,0
1381,1,0.47366756,0.52633244,0
1382,0,0.41638362,-0.41638362,1
1383,0,0.41871047,-0.41871047,1
1384,0,0.42841297,-0.42841297,1
1385,0,0.41515046,-0.41515046,1
1386,0,0.42494673,-0.42494673,1
1387,0,0.42651016,-0.42651016,1
1388,0,0.42334256,-0.42334256,1
1389,0,0.41998568,-0.41998568,1
1390,0,0.4234368,-0.4234368,1
1391,0,0.42384353,-0.42384353,1
1392,0,0.42559907,-0.42559907,1
1393,0,0.42729935,-0.42729935,1
1394,0,0.42844486,-0.42844486,1
1395,0,0.4281847,-0.4281847,1
1396,0,0.42939997,-0.42939997,1
1397,0,0.42955905,-0.42955905,1
1398,0,0.43611047,-0.43611047,1
1399,0,0.43868023,-0.43868023,1
1400,0,0.4403474,-0.4403474,1
1401,0,0.4439441,-0.4439441,1
1402,0,0.44633403,-0.44633403,1
1403,0,0.4493182,-0.4493182,1
1404,0,0.4518491,-0.4518491,1
1405,0,0.4536367,-0.4536367,1
1406,0,0.462834,-0.462834,1
1407,0,0.4674012,-0.4674012,1
1408,1,0.6150774,0.3849226,1
1409,1,0.60373384,0.39626616,1
1410,1,0.58297545,0.41702455,1
1411,1,0.5511746,0.4488254,1
1412,1,0.5335879,0.4664121,1
1413,1,0.53548825,0.46451175,1
1414,1,0.52686834,0.47313166,1
1415,1,0.52132326,0.47867674,1
1416,1,0.5247288,0.4752712,1
1417,1,0.5169449,0.4830551,1
1418,1,0.5121922,0.4878078,1
1419,1,0.49997622,0.50002378,0
1420,1,0.49902794,0.50097206,0
1421,1,0.49775815,0.50224185,0
1422,1,0.49246907,0.50753093,0
1423,1,0.49528387,0.50471613,0
1424,1,0.49031606,0.50968394,0
1425,1,0.48505485,0.51494515,0
1426,1,0.48033765,0.51966235,0
1427,1,0.4747815,0.5252185,0
1428,1,0.47525176,0.52474824,0
1429,1,0.477816,0.522184,0
1430,1,0.47801068,0.52198932,0
1431,0,0.42788625,-0.42788625,1
1432,0,0.4232338,-0.4232338,1
1433,0,0.41621423,-0.41621423,1
1434,0,0.42543042,-0.42543042,1
1435,0,0.42563957,-0.42563957,1
1436,0,0.41798514,-0.41798514,1
1437,0,0.42288288,-0.42288288,1
1438,0,0.4249905,-0.4249905,1
1439,0,0.42150795,-0.42150795,1
1440,0,0.42205465,-0.42205465,1
1441,0,0.424187,-0.424187,1
1442,0,0.42541313,-0.42541313,1
1443,0,0.44256252,-0.44256252,1
1444,0,0.4444021,-0.4444021,1
1445,0,0.44795653,-0.44795653,1
1446,0,0.45144767,-0.45144767,1
1447,0,0.45319203,-0.45319203,1
1448,0,0.46053055,-0.46053055,1
1449,0,0.4734973,-0.4734973,1
1450,1,0.6634674,0.3365326,1
1451,1,0.6277349,0.3722651,1
1452,1,0.5657958,0.4342042,1
1453,1,0.55020446,0.44979554,1
1454,1,0.53235316,0.46764684,1
1455,1,0.5277018,0.4722982,1
1456,1,0.5261299,0.4738701,1
1457,1,0.5270437,0.4729563,1
1458,1,0.51750374,0.48249626,1
1459,1,0.5105689,0.4894311,1
1460,1,0.5127216,0.4872784,1
1461,1,0.51044536,0.48955464,1
1462,1,0.5007267,0.4992733,1
1463,1,0.5055402,0.4944598,1
1464,1,0.4890188,0.5109812,0
1465,1,0.48873854,0.51126146,0
1466,1,0.48757875,0.51242125,0
1467,1,0.48552266,0.51447734,0
1468,1,0.4846466,0.5153534,0
1469,1,0.48055562,0.51944438,0
1470,1,0.48201707,0.51798293,0
1471,1,0.48151416,0.51848584,0
1472,0,0.41501465,-0.41501465,1
1473,0,0.42306024,-0.42306024,1
1474,0,0.4222181,-0.4222181,1
1475,0,0.4262715,-0.4262715,1
1476,0,0.42167056,-0.42167056,1
1477,0,0.41838336,-0.41838336,1
1478,0,1,-1,1
1479,0,0.4276079,-0.4276079,1
1480,0,0.42322046,-0.42322046,1
1481,0,1,-1,1
1482,0,0.42863083,-0.42863083,1
1483,0,0.42317346,-0.42317346,1
1484,0,0.4330579,-0.4330579,1
1485,0,0.4399942,-0.4399942,1
1486,0,0.4496184,-0.4496184,1
1487,0,0.45207098,-0.45207098,1
1488,1,0.67034423,0.32965577,1
1489,1,0.6341813,0.3658187,1
1490,1,0.60752803,0.39247197,1
1491,1,0.58740705,0.41259295,1
1492,1,0.56902736,0.43097264,1
1493,1,0.5687985,0.4312015,1
1494,1,0.55456895,0.44543105,1
1495,1,0.55107373,0.44892627,1
1496,1,0.5489431,0.4510569,1
1497,1,0.53583586,0.46416414,1
1498,1,0.5316621,0.4683379,1
1499,1,0.52920973,0.47079027,1
1500,1,0.5216493,0.4783507,1
1501,1,0.5143849,0.4856151,1
1502,1,0.51738805,0.48261195,1
1503,1,0.51678854,0.48321146,1
1504,1,0.49802497,0.50197503,0
1505,1,0.4941309,0.5058691,0
1506,1,0.48276654,0.51723346,0
1507,1,0.474576,0.525424,0
1508,0,0.4211185,-0.4211185,1
